ID,Year,Month,Day,Tsunami_Event,Earthquake_Event,Name,Location,Country,Latitude,Longitude,Elevation,Type,VEI,Agent,Deaths,Death_Description,Missing,Missing_Description,Injuries,Injuries_Description,Damage ,Damage_Description,Houses_Destroyed,Houses_Destroyed_Description,Total_Deaths,Total_Death_Description,Total_Missing,Total_Missing_Description,Total_Injuries,Total_Injuries_Description,Total_Damage,Total_Damage_Description,Total_Houses_Destroyed,Total_Houses_Destroyed_Description
296,1874,7,19,,,Taal,Luzon-Philippines,Philippines,14.002,120.993,400,Stratovolcano,2,,0,1,0,,0,,0,0,0,0,0,1,0,0,0,0,0,0,0,
297,1875,1,29,,,Kelut,Java,Indonesia,-7.93,112.308,1731,Stratovolcano,0,m,0,1,0,,0,,0,2,0,2,0,1,0,0,0,0,0,2,0,2
298,1875,3,29,,,Askja,Iceland-NE,Iceland,65.03,-16.75,1516,Stratovolcano,5,,0,,0,,0,,0,1,0,0,0,0,0,0,0,0,0,1,0,
299,1875,,,,,Mayon,Luzon-Philippines,Philippines,13.257,123.685,2462,Stratovolcano,,m,1500,4,0,,0,,0,0,0,0,1500,4,0,0,0,0,0,0,0,
300,1877,2,14,1068,10023,Mauna Loa,Hawaiian Is,United States,19.475,-155.608,4170,Shield volcano,0,,0,,0,,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,
301,1877,6,25,,,Cotopaxi,Ecuador,Ecuador,-0.677,-78.436,5911,Stratovolcano,4,M,340,3,0,,0,,0,0,0,0,340,3,0,0,0,0,0,0,0,
302,1878,1,10,1086,,Yasur,Vanuatu-SW Pacific,Vanuatu,-19.52,169.425,361,Stratovolcano,3,,0,,0,,0,,0,0,0,0,0,0,0,0,0,0,0,1,0,
303,1878,1,,1095,6195,Rabaul,New Britain-SW Pac,Papua New Guinea,-4.271,152.203,688,Pyroclastic shield,3,T,1,1,0,,0,,0,0,0,0,1,1,0,0,0,0,0,0,0,
304,1878,2,11,1096,6625,Yasur,Vanuatu-SW Pacific,Vanuatu,-19.52,169.425,361,Stratovolcano,,,0,,0,,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,
305,1878,8,29,1109,6198,Okmok,Aleutian Is,United States,53.42,-168.13,1073,Shield volcano,2,,0,,0,,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,
306,1879,2,4,5480,,Stromboli,Italy,Italy,38.789,15.213,926,Stratovolcano,2,,0,,0,,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,
307,1883,3,,,,Karthala,Indian O-W,Comoros,-11.75,43.38,2361,Shield volcano,2,L,0,3,0,,0,,0,3,0,0,0,3,0,0,0,0,0,3,0,
308,1883,8,27,1142,,Krakatau,Indonesia,Indonesia,-6.102,105.423,813,Caldera,6,"W,P,I",2000,4,0,,0,3,0,3,0,3,36417,4,0,0,0,3,0,3,0,3
309,1883,10,6,1143,,Augustine,Alaska-SW,United States,59.37,-153.42,1252,Lava dome,4,,8,1,0,,0,,0,0,0,0,8,1,0,0,0,0,0,1,0,1
310,1883,10,10,1144,,Krakatau,Indonesia,Indonesia,-6.102,105.423,813,Caldera,,,0,,0,,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,
311,1883,12,,,,Bagana,Bougainville-SW Paci,Papua New Guinea,-6.14,155.195,1750,Lava cone,3,T,0,2,0,,0,,0,0,0,0,0,2,0,0,0,0,0,0,0,
312,1884,2,,1145,,Krakatau,Indonesia,Indonesia,-6.102,105.423,813,Caldera,,,0,,0,,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,
313,1885,4,18,,,Semeru,Java,Indonesia,-8.108,112.92,3676,Stratovolcano,2,A,74,2,0,,0,,0,0,0,0,74,2,0,0,0,0,0,0,0,
314,1885,5,25,,2347,Purace,Colombia,Colombia,2.32,-76.4,4650,Stratovolcano,3,,0,2,0,,0,,0,2,0,2,0,2,0,0,0,0,0,2,0,2
315,1886,1,11,,,Tungurahua,Ecuador,Ecuador,-1.467,-78.442,5023,Stratovolcano,4,P,2,1,0,,0,,0,0,0,0,2,1,0,0,0,0,0,0,0,
316,1886,6,10,,,Okataina,New Zealand,New Zealand,-38.12,176.5,1111,Lava dome,2,T,153,3,0,,0,,0,0,0,0,153,3,0,0,0,0,0,0,0,
317,1886,8,31,,,Niuafo'ou,Tonga-SW Pacific,Tonga,-15.6,-175.63,260,Shield volcano,4,,0,1,0,1,0,,0,0,0,0,0,1,0,1,0,0,0,0,0,
318,1887,3,9,,,Mayon,Luzon-Philippines,Philippines,13.257,123.685,2462,Stratovolcano,3,T,15,1,0,,0,,0,1,0,1,15,1,0,0,0,0,0,1,0,1
319,1888,3,13,1175,,Ritter Island,New Guinea-NE of,Papua New Guinea,-5.52,148.121,140,Stratovolcano,2,W,0,,0,,0,,0,0,0,0,0,4,0,0,0,0,0,3,0,3
320,1888,7,15,,,Bandai,Honshu-Japan,Japan,37.6,140.08,1819,Stratovolcano,4,"A,P",461,3,0,,70,2,0,2,0,2,461,3,0,0,70,2,0,2,0,2
321,1889,9,6,1181,6309,Banua Wuhu,Sangihe Is-Indonesia,Indonesia,3.138,125.491,-5,Submarine volcano,2,,0,,0,,0,,0,0,0,0,0,0,0,0,0,0,0,2,0,2
322,1890,6,29,,,Makian,Halmahera-Indonesia,Indonesia,0.32,127.4,1357,Stratovolcano,2,,0,,0,,0,,0,3,0,3,0,0,0,0,0,0,0,3,0,3
323,1890,,,,,Victory,New Guinea,Papua New Guinea,-9.2,149.07,1925,Stratovolcano,2,P,0,3,0,,0,,0,0,0,0,0,3,0,0,0,0,0,0,0,
324,1892,5,21,,,Sorikmarapi,Sumatra,Indonesia,0.686,99.539,2145,Stratovolcano,2,M,180,3,0,,0,,0,0,0,0,180,3,0,0,0,0,0,0,0,
325,1892,6,7,1197,,Awu,Sangihe Is-Indonesia,Indonesia,3.67,125.5,1320,Stratovolcano,3,"P,M",1532,4,0,,0,,0,3,0,3,1532,4,0,0,0,0,0,3,0,3
326,1892,8,30,5608,,Tofua,Tonga-SW Pacific,Tonga,-19.75,-175.07,512,Caldera,2,,0,,0,,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,
327,1893,1,7,,,Calbuco,Chile-S,Chile,-41.326,-72.614,2003,Stratovolcano,4,,0,,0,,0,,0,1,0,0,0,0,0,0,0,0,0,1,0,
328,1893,5,19,,,Azuma,Honshu-Japan,Japan,37.73,140.25,2024,Stratovolcano,2,T,2,1,0,,0,,0,0,0,0,2,1,0,0,0,0,0,0,0,
329,1894,10,,,,Ambrym,Vanuatu-SW Pacific,Vanuatu,-16.25,168.12,1334,Pyroclastic shield,3,"T,L",10,1,0,,0,,0,0,0,0,10,1,0,0,0,0,0,0,0,
330,1895,5,22,,,Semeru,Java,Indonesia,-8.108,112.92,3676,Stratovolcano,2,,0,1,0,,0,,0,1,0,0,0,1,0,0,0,0,0,1,0,
331,1895,6,17,,,Karkar,New Guinea-NE of,Papua New Guinea,-4.649,145.964,1839,Stratovolcano,2,"I,M",1,1,0,,0,,0,0,0,0,21,1,0,0,0,0,0,0,0,
332,1895,10,16,,,Kirishima,Kyushu-Japan,Japan,31.93,130.87,1700,Shield volcano,2,T,4,1,0,,0,,0,0,0,0,4,1,0,0,0,0,0,0,0,
333,1895,,,,,Dakataua,New Britain-SW Pac,Papua New Guinea,-5.056,150.108,400,Caldera,2,?,0,1,0,,0,,0,1,0,0,0,1,0,0,0,0,0,1,0,
334,1896,3,15,,,Kirishima,Kyushu-Japan,Japan,31.93,130.87,1700,Shield volcano,2,T,1,1,0,,1,1,0,0,0,0,1,1,0,0,1,1,0,0,0,
335,1897,3,26,5629,,Tinakula,Santa Cruz Is-SW Pac,Solomon Is.,-10.38,165.8,851,Stratovolcano,2,W,0,,0,,0,,0,0,0,0,0,0,0,0,0,0,0,1,0,1
336,1897,5,23,,,Mayon,Luzon-Philippines,Philippines,13.257,123.685,2462,Stratovolcano,3,"P,T,M",350,3,0,,0,,0,0,0,0,350,3,0,0,0,0,0,0,0,
337,1899,11,13,,,Dona Juana,Colombia,Colombia,1.47,-76.92,4150,Stratovolcano,4,P,55,2,0,,0,,0,0,0,0,55,2,0,0,0,0,0,0,0,
338,1899,,,,,Manam,New Guinea-NE of,Papua New Guinea,-4.1,145.061,1807,Stratovolcano,2,,2,1,0,,0,,0,0,0,0,2,1,0,0,0,0,0,0,0,
339,1900,1,22,,,Asama,Honshu-Japan,Japan,36.4,138.53,2560,Complex volcano,2,,25,1,0,,0,,0,0,0,0,25,1,0,0,0,0,0,0,0,
340,1900,2,16,,,Kirishima,Kyushu-Japan,Japan,31.93,130.87,1700,Shield volcano,2,,2,1,0,,3,1,0,0,0,0,2,1,0,0,3,1,0,0,0,
341,1900,7,17,,,Adatara,Honshu-Japan,Japan,37.62,140.28,1718,Stratovolcano,2,T,72,2,0,,10,1,0,0,0,0,72,2,0,0,10,1,0,0,0,
342,1900,,,,,Tullu Moje,Africa-NE,Ethiopia,8.158,39.13,2349,Pumice cone,,,0,,0,,0,,0,1,0,0,0,0,0,0,0,0,0,0,0,
343,1901,5,22,,,Kelut,Java,Indonesia,-7.93,112.308,1731,Stratovolcano,3,,0,2,0,,0,,0,0,0,0,0,2,0,0,0,0,0,0,0,
344,1901,8,9,1280,2595,Epi,Vanuatu-SW Pacific,Vanuatu,-16.68,168.37,833,Stratovolcano,,,0,,0,,0,,0,0,0,0,0,1,0,0,0,0,0,2,0,
345,1902,5,5,2881,,Pelee,W Indies,Martinique,14.82,-61.17,1397,Stratovolcano,,,23,1,0,,0,,0,0,0,0,23,1,0,0,0,0,0,0,0,
346,1902,5,7,2873,,Soufriere St. Vincent,W Indies,St. Vincent & the Grenadines,13.33,-61.18,1220,Stratovolcano,4,P,1680,4,0,,0,3,0,0,0,0,1680,4,0,0,0,3,0,0,0,
347,1902,5,8,1288,,Pelee,W Indies,Martinique,14.82,-61.17,1397,Stratovolcano,4,P,28000,4,0,,0,,0,0,0,0,28000,4,0,0,0,0,0,0,0,
348,1902,5,20,2433,,Pelee,W Indies,Martinique,14.82,-61.17,1397,Stratovolcano,,,0,,0,,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,
349,1902,8,7,,,Tori-shima,Izu Is-Japan,Japan,30.48,140.32,403,Stratovolcano,3,,125,3,0,,0,,0,0,0,0,125,3,0,0,0,0,0,0,0,
350,1902,8,30,1291,,Pelee,W Indies,Martinique,14.82,-61.17,1397,Stratovolcano,4,P,1500,4,0,,0,,0,0,0,0,1500,4,0,0,0,0,0,0,0,
351,1902,10,25,,,Santa Maria,Guatemala,Guatemala,14.756,-91.552,3772,Stratovolcano,6,"T,G",2500,4,0,,0,,0,2,0,2,10000,4,0,0,0,0,0,2,0,2
352,1902,12,,,,Merapi,Java,Indonesia,-7.542,110.442,2947,Stratovolcano,2,P,16,1,0,,45,1,0,0,0,2,16,1,0,0,45,1,0,0,0,2
353,1903,8,30,,,Okataina,New Zealand,New Zealand,-38.12,176.5,1111,Lava dome,1,T,4,1,0,,0,,0,0,0,0,4,1,0,0,0,0,0,0,0,
354,1903,,,,,Karthala,Indian O-W,Comoros,-11.75,43.38,2361,Shield volcano,,G,17,1,0,,0,,0,0,0,0,17,1,0,0,0,0,0,0,0,
355,1904,2,25,,,Karthala,Indian O-W,Comoros,-11.75,43.38,2361,Shield volcano,2,L,1,1,0,,0,,0,1,0,0,1,1,0,0,0,0,0,1,0,
356,1905,3,10,,,Vesuvius,Italy,Italy,40.821,14.426,1281,Complex volcano,2,T,1,1,0,,1,1,0,0,0,0,1,1,0,0,1,1,0,0,0,
357,1905,8,4,1326,,Savai'i,Samoa-SW Pacific,Samoa,-13.612,-172.525,1858,Shield volcano,2,,0,,0,,0,,0,3,0,3,0,0,0,0,0,0,0,3,0,3
358,1906,4,4,3413,,Vesuvius,Italy,Italy,40.821,14.426,1281,Complex volcano,3,"T,L",350,3,0,,300,3,0,0,0,0,350,3,0,0,300,3,0,0,0,
359,1907,7,,1365,10011,Unnamed,Tonga-SW Pacific,Tonga,-21.38,-175.65,-500,Submarine volcano,0,,0,,0,,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,
360,1907,8,4,,,Alayta,Africa-NE,Ethiopia,12.88,40.57,1501,Shield volcano,2,,0,1,0,,0,,0,0,0,0,0,1,0,0,0,0,0,0,0,
361,1907,9,28,,,Lewotobi,Lesser Sunda Is,Indonesia,-8.53,122.775,1703,Stratovolcano,2,,1,1,0,,0,1,0,0,0,0,1,1,0,0,0,1,0,0,0,
362,1907,10,6,1363,,Savai'i,Samoa-SW Pacific,Samoa,-13.612,-172.525,1858,Shield volcano,,,0,,0,,0,,0,3,0,3,0,0,0,0,0,0,0,3,0,3
363,1909,4,28,,8158,"Cameroon, Mt.",Africa-W,Cameroon,4.203,9.17,4095,Stratovolcano,2,,0,,0,,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,
364,1909,9,,,,Semeru,Java,Indonesia,-8.108,112.92,3676,Stratovolcano,2,m,221,3,0,,0,,0,1,0,0,221,3,0,0,0,0,0,1,0,
365,1910,3,20,,,Taupo,New Zealand,New Zealand,-38.82,176,760,Caldera,,m,1,1,0,,0,,0,0,0,0,1,1,0,0,0,0,0,0,0,
366,1910,7,25,,,Usu,Hokkaido-Japan,Japan,42.53,140.83,731,Stratovolcano,2,M,1,1,0,,0,,0,0,0,0,1,1,0,0,0,0,0,0,0,
367,1911,1,30,1392,8391,Taal,Luzon-Philippines,Philippines,14.002,120.993,400,Stratovolcano,3,"P,W",1335,4,0,,199,3,0,3,543,3,1335,4,0,0,199,3,0,3,543,3
368,1911,5,8,,,Asama,Honshu-Japan,Japan,36.4,138.53,2560,Complex volcano,2,,1,1,0,,0,,0,0,60,2,1,1,0,0,0,0,0,0,60,2
369,1911,8,15,,,Asama,Honshu-Japan,Japan,36.4,138.53,2560,Complex volcano,2,,0,3,0,,0,,0,0,0,0,0,3,0,0,0,0,0,0,0,
370,1911,11,3,1400,,Piparo,Trinidad,Trinidad ,10,-61,140,Mud volcano,,,0,,0,,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,
371,1911,11,8,,,Semeru,Java,Indonesia,-8.108,112.92,3676,Stratovolcano,3,,0,,0,,0,,0,1,0,0,0,0,0,0,0,0,0,1,0,
372,1912,9,6,,,Novarupta,Alaska Peninsula,United States,58.27,-155.16,841,Caldera,6,T,2,1,0,,0,,0,0,0,0,2,1,0,0,0,0,0,0,0,
373,1912,12,3,,,Nyamuragira,Africa-C,"Congo, DRC",-1.408,29.2,3058,Shield volcano,3,L,20,1,0,,0,,0,0,0,0,20,1,0,0,0,0,0,0,0,
374,1913,1,20,,,Colima,Mexico,Mexico,19.514,-103.62,3850,Stratovolcano,4,"P,m",13,1,0,,0,,0,0,0,0,13,1,0,0,0,0,0,0,0,
375,1913,3,14,1407,2973,Awu,Sangihe Is-Indonesia,Indonesia,3.67,125.5,1320,Stratovolcano,2,,0,,0,,0,,0,0,0,0,138,3,0,0,0,2,0,2,0,3
376,1913,5,29,,,Asama,Honshu-Japan,Japan,36.4,138.53,2560,Complex volcano,1,T,1,1,0,,0,,0,0,0,0,1,1,0,0,0,0,0,0,0,
377,1913,6,23,,,Semeru,Java,Indonesia,-8.108,112.92,3676,Stratovolcano,2,,0,,0,,0,,0,1,0,0,0,0,0,0,0,0,0,1,0,
378,1913,12,6,,,Ambrym,Vanuatu-SW Pacific,Vanuatu,-16.25,168.12,1334,Pyroclastic shield,3,T,21,1,0,,0,,0,3,0,0,21,1,0,0,0,0,0,3,0,
379,1914,1,12,1412,2994,Sakura-jima,Kyushu-Japan,Japan,31.58,130.67,1117,Stratovolcano,4,"I,S,A,T",28,1,0,,0,3,0.04,1,2148,4,63,2,0,0,112,3,19,3,2268,4
380,1914,1,18,,,Pago,New Britain-SW Pac,Papua New Guinea,-5.58,150.52,742,Caldera,3,I,0,1,0,,0,,0,0,0,0,0,1,0,0,0,0,0,0,0,
381,1914,9,10,,,White Island,New Zealand,New Zealand,-37.52,177.18,321,Stratovolcano,,A,11,1,0,,0,,0,0,0,0,11,1,0,0,0,0,0,0,0,
382,1914,,,,,Aoba,Vanuatu-SW Pacific,Vanuatu,-15.4,167.83,1496,Shield volcano,,L,100,2,0,,0,,0,0,0,0,100,2,0,0,0,0,0,0,0,
383,1916,3,3,,,Tungurahua,Ecuador,Ecuador,-1.467,-78.442,5023,Stratovolcano,4,,0,,0,,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,
384,1916,7,3,3147,,Stromboli,Italy,Italy,38.789,15.213,926,Stratovolcano,3,,0,,0,,0,,0,0,0,0,0,0,0,0,0,0,0,1,0,
385,1917,1,1,,,"Lengai, Ol Doinyo",Africa-E,Tanzania,-2.751,35.902,2890,Stratovolcano,3,,0,,0,,0,,0,1,0,0,0,0,0,0,0,0,0,1,0,
386,1917,4,1,,,Okataina,New Zealand,New Zealand,-38.12,176.5,1111,Lava dome,1,T,2,1,0,,3,1,0,0,0,0,2,1,0,0,3,1,0,0,0,
387,1917,4,,,,Calbuco,Chile-S,Chile,-41.326,-72.614,2003,Stratovolcano,3,,0,,0,,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,
388,1917,6,7,,6877,San Salvador,El Salvador,El Salvador,13.736,-89.286,1893,Stratovolcano,3,"S,L",325,3,0,,0,,0,0,0,0,325,3,0,0,0,0,0,0,0,
389,1918,7,18,1454,,Banua Wuhu,Sangihe Is-Indonesia,Indonesia,3.138,125.491,-5,Submarine volcano,3,,0,,0,,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,
390,1918,10,12,,,Katla,Iceland-S,Iceland,63.63,-19.05,1512,Subglacial volcano,4,,0,,0,,0,,0,1,0,0,0,0,0,0,0,0,0,1,0,
391,1919,2,19,,,Popocatepetl,Mexico,Mexico,19.023,-98.622,5426,Stratovolcano,1,A,0,2,0,,0,,0,0,0,0,0,2,0,0,0,0,0,0,0,
392,1919,4,3,3511,,Banua Wuhu,Sangihe Is-Indonesia,Indonesia,3.138,125.491,-5,Submarine volcano,3,,0,,0,,0,,0,1,0,1,0,0,0,0,0,0,0,1,0,1
393,1919,5,19,,,Kelut,Java,Indonesia,-7.93,112.308,1731,Stratovolcano,4,M,5110,4,0,,0,,0,0,9000,4,5110,4,0,0,0,0,0,0,9000,4
394,1919,5,22,1476,,Stromboli,Italy,Italy,38.789,15.213,926,Stratovolcano,3,T,4,1,0,,0,3,0,1,10,1,4,1,0,0,0,3,0,1,10,1
395,1919,7,6,,,Nasu,Honshu-Japan,Japan,37.12,139.97,1917,Stratovolcano,,G,2,1,0,,0,,0,0,0,0,2,1,0,0,0,0,0,0,0,
396,1919,9,29,1478,,Mauna Loa,Hawaiian Is,United States,19.475,-155.608,4170,Shield volcano,0,,0,,0,,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,
397,1920,7,25,,,Merapi,Java,Indonesia,-7.542,110.442,2947,Stratovolcano,3,P,33,1,0,,0,,0,0,0,0,33,1,0,0,0,0,0,0,0,
398,1920,10,29,,,Izalco,El Salvador,El Salvador,13.813,-89.633,1950,Stratovolcano,3,P,0,1,0,,0,,0,0,0,0,0,1,0,0,0,0,0,0,0,
399,1921,11,26,,,Nasu,Honshu-Japan,Japan,37.12,139.97,1917,Stratovolcano,,G,1,1,0,,0,,0,0,0,0,1,1,0,0,0,0,0,0,0,
400,1923,3,2,5720,10435,"Cendres, Ile des",SE Asia,Vietnam,10.158,109.014,-20,Submarine volcanoes,2,L,0,,0,,0,,0,0,0,0,0,0,0,0,0,0,0,1,0,
401,1923,3,11,,,Papandayan,Java,Indonesia,-7.32,107.73,2665,Stratovolcano,1,G,1,1,0,,0,,0,0,0,0,1,1,0,0,0,0,0,0,0,
402,1923,6,,,,Tangkubanparahu,Java,Indonesia,-6.77,107.6,2084,Stratovolcano,,G,3,1,0,,0,,0,0,0,0,3,1,0,0,0,0,0,0,0,
403,1923,7,1,,,Kirishima,Kyushu-Japan,Japan,31.93,130.87,1700,Shield volcano,2,,1,1,0,,0,,0,0,0,0,1,1,0,0,0,0,0,0,0,
404,1924,5,10,,,Kilauea,Hawaiian Is,United States,19.425,-155.292,1222,Shield volcano,2,T,1,1,0,,0,,0,0,0,0,1,1,0,0,0,0,0,0,0,
405,1926,5,24,,,Tokachi,Hokkaido-Japan,Japan,43.42,142.68,2077,Stratovolcano,3,"M,T",144,3,0,,207,3,0,0,5080,4,144,3,0,0,207,3,0,0,5080,4
406,1927,9,5,,,Esjufjoll,Iceland-SE,Iceland,64.27,-16.65,1760,Stratovolcano,1,M,1,1,0,,0,,0,0,0,0,1,1,0,0,0,0,0,0,0,
407,1928,1,23,,,Santorini,Greece,Greece,36.404,25.396,329,Shield volcano,2,S,48,1,0,,0,,0,0,0,0,48,1,0,0,0,0,0,0,0,
408,1928,1,,,,Mayon,Luzon-Philippines,Philippines,13.257,123.685,2462,Stratovolcano,3,P,0,1,0,,0,,0,0,0,0,0,1,0,0,0,0,0,0,0,
409,1928,3,26,1593,,Krakatau,Indonesia,Indonesia,-6.102,105.423,813,Caldera,2,,0,,0,,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,
410,1928,5,13,,,Dieng Volc Complex,Java,Indonesia,-7.2,109.92,2565,Complex volcano,2,T,40,1,0,,0,,0,0,0,0,40,1,0,0,0,0,0,0,0,
411,1928,8,4,1607,,Paluweh,Lesser Sunda Is,Indonesia,-8.32,121.708,875,Stratovolcano,3,"W,T",98,2,0,,0,,0,1,0,0,226,3,0,0,200,3,0,2,0,2
412,1928,11,2,,,Etna,Italy,Italy,37.734,15.004,3350,Stratovolcano,1,L,5,1,0,,0,,0,0,0,0,5,1,0,0,0,0,0,0,0,
413,1929,1,6,,,Calbuco,Chile-S,Chile,-41.326,-72.614,2003,Stratovolcano,3,,0,,0,,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,
414,1929,6,17,,,Komaga-take,Hokkaido-Japan,Japan,42.07,140.68,1140,Stratovolcano,4,T,2,1,0,,4,1,0,0,0,0,2,1,0,0,4,1,0,0,0,
415,1929,8,2,,,Etna,Italy,Italy,37.734,15.004,3350,Stratovolcano,2,T,2,1,0,,0,,0,0,0,0,2,1,0,0,0,0,0,0,0,
416,1929,11,2,,,Santa Maria,Guatemala,Guatemala,14.756,-91.552,3772,Stratovolcano,3,"P,M",200,3,0,,0,,0,0,0,0,200,3,0,0,0,0,0,0,0,
417,1930,3,17,1624,,Krakatau,Indonesia,Indonesia,-6.102,105.423,813,Caldera,2,,0,,0,,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,
418,1930,8,20,,,Asama,Honshu-Japan,Japan,36.4,138.53,2560,Complex volcano,3,T,6,1,0,,0,,0,0,0,0,6,1,0,0,0,0,0,0,0,
419,1930,9,11,4218,,Stromboli,Italy,Italy,38.789,15.213,926,Stratovolcano,3,"P,W,T",5,1,0,,20,1,0,2,0,0,6,1,0,0,20,1,0,2,0,
420,1930,12,18,,,Merapi,Java,Indonesia,-7.542,110.442,2947,Stratovolcano,3,"P,M",1369,4,0,,0,,0,3,1109,4,1369,4,0,0,0,0,0,3,1109,4
421,1931,8,20,,,Asama,Honshu-Japan,Japan,36.4,138.53,2560,Complex volcano,3,,3,1,0,,0,,0,0,0,0,3,1,0,0,0,0,0,0,0,
422,1932,1,21,,,Fuego,Guatemala,Guatemala,14.473,-90.88,3763,Stratovolcano,4,,0,1,0,,0,,0,0,0,0,0,1,0,0,0,0,0,0,0,
423,1932,2,,,,Merapi,Java,Indonesia,-7.542,110.442,2947,Stratovolcano,,m,0,1,0,,0,,0,0,0,0,0,1,0,0,0,0,0,0,0,
424,1932,10,1,,,Kusatsu-Shirane,Honshu-Japan,Japan,36.62,138.55,2176,Stratovolcano,3,M,2,1,0,,7,1,0,0,0,0,2,1,0,0,7,1,0,0,0,
425,1933,1,8,1657,,Kharimkotan,Kuril Is,Russia,49.12,154.508,1145,Stratovolcano,5,W,0,,0,,0,,0,0,0,0,2,1,0,0,0,0,0,0,0,
426,1933,5,10,,,Hakone,Honshu-Japan,Japan,35.22,139.02,1438,Complex volcano,,G,1,1,0,,0,,0,0,0,0,1,1,0,0,0,0,0,0,0,
427,1933,12,24,,,Kuchinoerabu-jima,Ryukyu Is,Japan,30.43,130.22,649,Stratovolcano,4,T,8,1,0,,26,1,0,0,0,0,8,1,0,0,26,1,0,0,0,
428,1933,12,25,1666,,Bulusan,Luzon-Philippines,Philippines,12.77,124.05,1565,Stratovolcano,2,,0,,0,,0,,0,0,0,0,9,1,0,0,0,0,0,3,0,
429,1934,,,,,Hood,US-Oregon,United States,45.374,-121.694,3426,Stratovolcano,,G,1,1,0,,0,,0,0,0,0,1,1,0,0,0,0,0,0,0,
430,1936,2,,,,Asama,Honshu-Japan,Japan,36.4,138.53,2560,Complex volcano,3,"P,T",2,1,0,,0,,0,0,0,0,2,1,0,0,0,0,0,0,0,
431,1937,2,9,,,Llaima,Chile-C,Chile,-38.692,-71.729,3125,Stratovolcano,2,F,3,1,0,,0,,0,1,0,0,3,1,0,0,0,0,0,1,0,
432,1937,5,29,1698,10010,Rabaul,New Britain-SW Pac,Papua New Guinea,-4.271,152.203,688,Pyroclastic shield,4,"P,T,W,I",507,3,0,,0,,0,1,0,1,507,3,0,0,0,0,0,1,0,1
433,1938,1,28,3638,,Nyamuragira,Africa-C,"Congo, DRC",-1.408,29.2,3058,Shield volcano,1,,0,,0,,0,,0,1,0,0,0,0,0,0,0,0,0,1,0,
434,1938,5,9,,,Bandai,Honshu-Japan,Japan,37.6,140.08,1819,Stratovolcano,,m,2,1,0,,0,,0,0,0,0,2,1,0,0,0,0,0,0,0,
435,1938,6,5,,,Mayon,Luzon-Philippines,Philippines,13.257,123.685,2462,Stratovolcano,2,,0,1,0,,0,,0,0,0,0,0,1,0,0,0,0,0,0,0,
436,1938,7,16,,,Asama,Honshu-Japan,Japan,36.4,138.53,2560,Complex volcano,1,T,0,1,0,,0,,0,0,0,0,0,1,0,0,0,0,0,0,0,
437,1939,7,24,5694,,Kick-'em-Jenny,W Indies,Netherlands,12.3,-61.63,-177,Submarine volcano,1,T,0,,0,,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,
438,1939,8,17,,,Tori-shima,Izu Is-Japan,Japan,30.48,140.32,403,Stratovolcano,2,,2,1,0,,0,,0,0,0,0,2,1,0,0,0,0,0,0,0,
439,1939,10,13,,,Dieng Volc Complex,Java,Indonesia,-7.2,109.92,2565,Complex volcano,1,T,10,1,0,,0,,0,1,0,0,10,1,0,0,0,0,0,1,0,
440,1940,6,20,,,Karangetang [Api Siau],Sangihe Is-Indonesia,Indonesia,2.78,125.48,1784,Stratovolcano,2,,1,1,0,,2,1,0,0,0,0,1,1,0,0,2,1,0,0,0,
441,1940,7,12,,,Miyake-jima,Izu Is-Japan,Japan,34.08,139.53,815,Stratovolcano,2,L,11,1,0,,20,1,0,0,0,0,11,1,0,0,20,1,0,0,0,
442,1940,7,24,,,"Lengai, Ol Doinyo",Africa-E,Tanzania,-2.751,35.902,2890,Stratovolcano,2,,0,,0,,0,,0,1,0,0,0,0,0,0,0,0,0,1,0,
443,1941,7,13,,,Asama,Honshu-Japan,Japan,36.4,138.53,2560,Complex volcano,2,T,1,1,0,,1,1,0,0,0,0,1,1,0,0,1,1,0,0,0,
444,1941,9,21,,,Semeru,Java,Indonesia,-8.108,112.92,3676,Stratovolcano,2,,0,,0,,0,,0,1,0,0,0,0,0,0,0,0,0,1,0,
445,1943,2,20,,,Michoacan-Guanajuato,Mexico,Mexico,19.48,-102.25,3860,Cinder cone,4,"E,I",3,1,0,,0,,0,0,0,0,103,1,0,0,0,0,0,0,0,
